2009-12-11 16:57:42 UTC+0000|[LIVE RESPONSE]| (System time)|
2008-04-13 19:16:01 UTC+0000|[PE DEBUG]| ACTIVEDS.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77cc0000
2008-04-14 00:09:42 UTC+0000|[PE HEADER (dll)]| ICAAPI.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x74f70000
2008-04-13 18:39:02 UTC+0000|[PE DEBUG]| ICAAPI.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x74f70000
2008-04-14 00:11:00 UTC+0000|[PE HEADER (dll)]| ShimEng.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x5cb70000
2008-04-13 18:40:41 UTC+0000|[PE DEBUG]| ShimEng.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x5cb70000
2008-04-14 00:10:15 UTC+0000|[PE HEADER (dll)]| IMM32.DLL| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76390000
2008-04-13 19:17:51 UTC+0000|[PE DEBUG]| IMM32.DLL| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76390000
2008-06-17 19:02:17 UTC+0000|[PE HEADER (dll)]| SHELL32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x7c9c0000
2008-06-17 11:41:51 UTC+0000|[PE DEBUG]| SHELL32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x7c9c0000
2009-03-21 14:06:58 UTC+0000|[PE HEADER (dll)]| kernel32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x7c800000
2009-03-21 11:36:14 UTC+0000|[PE DEBUG]| kernel32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x7c800000
2008-04-14 00:08:52 UTC+0000|[PE HEADER (dll)]| comctl32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x773d0000
2008-04-13 18:33:53 UTC+0000|[PE DEBUG]| comctl32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x773d0000
2009-07-17 19:01:06 UTC+0000|[PE HEADER (dll)]| ATL.DLL| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76b20000
2009-07-17 13:33:39 UTC+0000|[PE DEBUG]| ATL.DLL| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76b20000
2008-04-14 00:10:46 UTC+0000|[PE HEADER (dll)]| SAMLIB.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x71bf0000
2008-04-13 19:16:27 UTC+0000|[PE DEBUG]| SAMLIB.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x71bf0000
2008-04-14 00:12:56 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77c10000
2008-04-13 18:30:58 UTC+0000|[PE DEBUG]| msvcrt.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77c10000
2009-04-15 14:51:25 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77e70000
2009-04-15 12:32:21 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77e70000
2008-04-14 00:11:22 UTC+0000|[PE HEADER (dll)]| WINTRUST.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76c30000
2008-04-13 19:16:45 UTC+0000|[PE DEBUG]| WINTRUST.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76c30000
2008-04-14 00:09:50 UTC+0000|[PE HEADER (dll)]| COMRes.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77050000
2007-06-04 20:33:52 UTC+0000|[PE DEBUG]| COMRes.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77050000
2009-02-09 12:10:48 UTC+0000|[PE HEADER (dll)]| rpcss.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76a80000
2009-02-06 11:10:39 UTC+0000|[PE DEBUG]| rpcss.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x76a80000
2008-04-14 00:09:44 UTC+0000|[PE HEADER (dll)]| comctl32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x5d090000
-|[PE DEBUG]| comctl32.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x5d090000
2008-04-14 00:12:20 UTC+0000|[PE HEADER (dll)]| WS2HELP.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x71aa0000
2008-04-13 19:20:45 UTC+0000|[PE DEBUG]| WS2HELP.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x71aa0000
2008-04-14 00:10:05 UTC+0000|[PE HEADER (dll)]| AUTHZ.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x776c0000
2008-04-13 19:17:34 UTC+0000|[PE DEBUG]| AUTHZ.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x776c0000
2008-04-14 00:11:08 UTC+0000|[PE HEADER (dll)]| termsrv.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x760f0000
2008-04-13 18:39:05 UTC+0000|[PE DEBUG]| termsrv.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x760f0000
2009-09-04 21:03:36 UTC+0000|[PE HEADER (dll)]| MSASN1.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77b20000
2009-09-04 13:47:18 UTC+0000|[PE DEBUG]| MSASN1.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x77b20000
2008-04-14 00:12:51 UTC+0000|[PE HEADER (dll)]| mstlsapi.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x75110000
2008-04-13 18:38:53 UTC+0000|[PE DEBUG]| mstlsapi.dll| Process: svchost.exe/PID: 876/PPID: 708/Process POffset: 0x022aa020/DLL Base: 0x75110000
2009-12-11 01:28:10 UTC+0000|[PROCESS]| svchost.exe| PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-11 01:28:10 UTC+0000|[PROCESS LastTrimTime]| svchost.exe| PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-11 11:32:10 UTC+0000|[Handle (Key)]| MACHINE| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:27:04 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:27:04 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:37:14 UTC+0000|[Handle (Key)]| USER\S-1-5-20_CLASSES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 23:52:32 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 23:48:33 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\APPID| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-08 15:37:46 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\OLE| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-08 15:37:46 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\OLE| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-19 21:16:26 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\POLICIES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-19 21:16:26 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\POLICIES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:44:19 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:16:08 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:44:18 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\LINKAGE| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-11 16:48:58 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:44:19 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-11-09 00:16:24 UTC+0000|[Handle (Key)]| MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 18:15:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 18:15:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-11 01:28:13 UTC+0000|[Handle (Key)]| USER| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 18:15:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-11 01:28:13 UTC+0000|[Handle (Key)]| USER| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 23:52:32 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 18:15:00 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-11 01:28:13 UTC+0000|[Handle (Key)]| USER| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-05 02:26:02 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\COM3| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2009-12-07 23:52:32 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\CLASSES\CLSID| svchost.exe PID: 956/PPID: 708/POffset: 0x022c51c8
2008-04-13 19:15:12 UTC+0000|[PE HEADER (exe)]| svchost.exe| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x01000000
2008-04-13 19:15:12 UTC+0000|[PE DEBUG]| svchost.exe| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x01000000
2009-02-09 12:10:48 UTC+0000|[PE HEADER (dll)]| ntdll.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7c900000
-|[PE DEBUG]| ntdll.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7c900000
2008-04-14 00:11:03 UTC+0000|[PE HEADER (dll)]| MSACM32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77be0000
-|[PE DEBUG]| MSACM32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77be0000
2008-04-14 00:11:02 UTC+0000|[PE HEADER (dll)]| SHLWAPI.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77f60000
-|[PE DEBUG]| SHLWAPI.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77f60000
2008-04-14 00:11:10 UTC+0000|[PE HEADER (dll)]| UxTheme.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x5ad70000
-|[PE DEBUG]| UxTheme.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x5ad70000
2008-03-18 14:39:32 UTC+0000|[PE HEADER (dll)]| rsaenh.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x68000000
2008-03-18 14:39:32 UTC+0000|[PE DEBUG]| rsaenh.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x68000000
2008-04-14 00:11:08 UTC+0000|[PE HEADER (dll)]| USERENV.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x769c0000
2008-04-13 19:16:21 UTC+0000|[PE DEBUG]| USERENV.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x769c0000
2008-04-14 00:10:38 UTC+0000|[PE HEADER (dll)]| rasadhlp.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76fc0000
2008-04-13 19:19:33 UTC+0000|[PE DEBUG]| rasadhlp.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76fc0000
2009-02-09 12:10:48 UTC+0000|[PE HEADER (dll)]| ADVAPI32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77dd0000
2009-02-06 11:02:08 UTC+0000|[PE DEBUG]| ADVAPI32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77dd0000
2009-06-25 08:25:26 UTC+0000|[PE HEADER (dll)]| Secur32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77fe0000
2009-06-24 12:10:24 UTC+0000|[PE DEBUG]| Secur32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77fe0000
2008-04-13 17:39:24 UTC+0000|[PE HEADER (dll)]| xpsp2res.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x005f0000
-|[PE DEBUG]| xpsp2res.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x005f0000
2008-04-14 00:11:09 UTC+0000|[PE HEADER (dll)]| VERSION.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77c00000
2008-04-13 19:23:31 UTC+0000|[PE DEBUG]| VERSION.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77c00000
2008-06-20 17:46:57 UTC+0000|[PE HEADER (dll)]| DNSAPI.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76f20000
2008-06-20 11:40:55 UTC+0000|[PE DEBUG]| DNSAPI.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76f20000
2008-04-14 00:11:40 UTC+0000|[PE HEADER (dll)]| WINMM.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76b40000
2008-04-13 19:14:24 UTC+0000|[PE DEBUG]| WINMM.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76b40000
2008-06-20 17:46:57 UTC+0000|[PE HEADER (dll)]| mswsock.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71a50000
2008-06-20 11:46:31 UTC+0000|[PE DEBUG]| mswsock.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71a50000
2008-04-14 00:08:56 UTC+0000|[PE HEADER (dll)]| AcGenral.DLL| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x6f880000
2008-04-13 18:40:28 UTC+0000|[PE DEBUG]| AcGenral.DLL| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x6f880000
2008-04-14 00:12:30 UTC+0000|[PE HEADER (dll)]| wshtcpip.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71a90000
2008-04-13 19:20:56 UTC+0000|[PE DEBUG]| wshtcpip.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71a90000
2008-04-14 00:12:19 UTC+0000|[PE HEADER (dll)]| WS2_32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71ab0000
-|[PE DEBUG]| WS2_32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71ab0000
2008-04-14 00:11:26 UTC+0000|[PE HEADER (dll)]| WLDAP32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76f60000
2008-04-13 19:16:59 UTC+0000|[PE DEBUG]| WLDAP32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76f60000
2008-04-14 00:10:57 UTC+0000|[PE HEADER (dll)]| ole32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x774e0000
2008-04-13 19:19:05 UTC+0000|[PE DEBUG]| ole32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x774e0000
2008-04-14 00:11:07 UTC+0000|[PE HEADER (dll)]| USER32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7e410000
2008-04-13 19:22:34 UTC+0000|[PE DEBUG]| USER32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7e410000
2008-10-23 12:36:14 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77f10000
2008-10-22 16:52:19 UTC+0000|[PE DEBUG]| GDI32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77f10000
2008-04-14 00:10:58 UTC+0000|[PE HEADER (dll)]| OLEAUT32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77120000
2008-04-13 19:19:29 UTC+0000|[PE DEBUG]| OLEAUT32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77120000
2008-04-14 00:09:29 UTC+0000|[PE HEADER (dll)]| CLBCATQ.DLL| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76fd0000
2008-04-13 19:16:40 UTC+0000|[PE DEBUG]| CLBCATQ.DLL| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76fd0000
2008-04-14 00:09:52 UTC+0000|[PE HEADER (dll)]| iphlpapi.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76d60000
2008-04-13 19:19:38 UTC+0000|[PE DEBUG]| iphlpapi.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76d60000
2008-04-14 00:11:00 UTC+0000|[PE HEADER (dll)]| ShimEng.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x5cb70000
2008-04-13 18:40:41 UTC+0000|[PE DEBUG]| ShimEng.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x5cb70000
2008-04-14 00:10:15 UTC+0000|[PE HEADER (dll)]| IMM32.DLL| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76390000
2008-04-13 19:17:51 UTC+0000|[PE DEBUG]| IMM32.DLL| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76390000
2008-04-14 00:11:14 UTC+0000|[PE HEADER (dll)]| winrnr.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76fb0000
2008-04-13 19:16:33 UTC+0000|[PE DEBUG]| winrnr.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76fb0000
2008-06-17 19:02:17 UTC+0000|[PE HEADER (dll)]| SHELL32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7c9c0000
2008-06-17 11:41:51 UTC+0000|[PE DEBUG]| SHELL32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7c9c0000
2009-03-21 14:06:58 UTC+0000|[PE HEADER (dll)]| kernel32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7c800000
2009-03-21 11:36:14 UTC+0000|[PE DEBUG]| kernel32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x7c800000
2008-04-14 00:08:52 UTC+0000|[PE HEADER (dll)]| comctl32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x773d0000
2008-04-13 18:33:53 UTC+0000|[PE DEBUG]| comctl32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x773d0000
2008-04-14 00:09:46 UTC+0000|[PE HEADER (dll)]| hnetcfg.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x662b0000
2008-04-13 18:53:29 UTC+0000|[PE DEBUG]| hnetcfg.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x662b0000
2008-04-14 00:12:56 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77c10000
2008-04-13 18:30:58 UTC+0000|[PE DEBUG]| msvcrt.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77c10000
2009-04-15 14:51:25 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77e70000
2009-04-15 12:32:21 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77e70000
2008-04-14 00:09:50 UTC+0000|[PE HEADER (dll)]| COMRes.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77050000
2007-06-04 20:33:52 UTC+0000|[PE DEBUG]| COMRes.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x77050000
2009-02-09 12:10:48 UTC+0000|[PE HEADER (dll)]| rpcss.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76a80000
2009-02-06 11:10:39 UTC+0000|[PE DEBUG]| rpcss.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x76a80000
2008-04-14 00:09:44 UTC+0000|[PE HEADER (dll)]| comctl32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x5d090000
-|[PE DEBUG]| comctl32.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x5d090000
2008-04-14 00:12:20 UTC+0000|[PE HEADER (dll)]| WS2HELP.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71aa0000
2008-04-13 19:20:45 UTC+0000|[PE DEBUG]| WS2HELP.dll| Process: svchost.exe/PID: 956/PPID: 708/Process POffset: 0x022c51c8/DLL Base: 0x71aa0000
2009-12-11 01:28:35 UTC+0000|[PROCESS]| avgtray.exe| PID: 120/PPID: 1416/POffset: 0x01c5e4b0
2009-12-11 01:28:35 UTC+0000|[PROCESS LastTrimTime]| avgtray.exe| PID: 120/PPID: 1416/POffset: 0x01c5e4b0
2009-12-11 11:32:10 UTC+0000|[Handle (Key)]| MACHINE| avgtray.exe PID: 120/PPID: 1416/POffset: 0x01c5e4b0
2009-11-09 00:27:04 UTC+0000|[Handle (Key)]| MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32| avgtray.exe PID: 120/PPID: 1416/POffset: 0x01c5e4b0
2009-12-11 11:32:10 UTC+0000|[Handle (Key)]| MACHINE| avgtray.exe PID: 120/PPID: 1416/POffset: 0x01c5e4b0
2009-12-11 01:38:47 UTC+0000|[Handle (Key)]| USER\S-1-5-21-1292428093-1645522239-1547161642-1003| avgtray.exe PID: 120/PPID: 1416/POffset: 0x01c5e4b0
2009-12-11 11:32:10 UTC+0000|[Handle (Key)]| MACHINE| avgtray.exe PID: 120/PPID: 1416/POffset: 0x01c5e4b0
